ICAO;RWY;TORA;TODA;ASDA;LDA;ELEV;SLOPE
33V;22;1799;1799;1799;1799;8151;-0.00
34AZ;03;1564;1564;1564;1564;1185;0.00
34AZ;12;2615;2615;2615;2615;1185;0.00
34AZ;21;1564;1564;1564;1564;1185;-0.00
34AZ;30;2615;2615;2615;2615;1185;-0.00
34A;08;1235;1235;1235;1235;696;0.00
34A;26;1235;1235;1235;1235;696;-0.00
35D;11;1307;1307;1307;1307;708;0.00
35D;29;1307;1307;1307;1307;708;-0.00
36CN;11;1132;1132;1132;1132;758;0.00
36CN;29;1132;1132;1132;1132;758;-0.00
36MI;06;1298;1298;1298;1298;795;0.00
36MI;13;1296;1296;1296;1296;795;0.00
36MI;24;1298;1298;1298;1298;795;-0.00
36MI;31;1296;1296;1296;1296;795;-0.00
36U;04;2100;2100;2100;2100;5636;0.00
36U;22;2100;2100;2100;2100;5636;-0.00
37K;18;1344;1344;1344;1344;690;0.00
37K;36;1344;1344;1344;1344;690;-0.00
38AZ;02;2287;2287;2287;2287;6563;0.00
38AZ;20;2287;2287;2287;2287;6563;-0.00
38AZ;20_A;1988;1988;1988;1988;6563;-0.00
38AZ;20_B;2203;2203;2203;2203;6563;-0.00
38CA;14;1219;1219;1219;1219;225;0.00
38CA;32;1219;1219;1219;1219;225;-0.00
38F;15;1159;1159;1159;1159;1757;0.00
38F;33;1159;1159;1159;1159;1757;-0.00
38NE;17;1243;1243;1243;1243;1720;0.00
38NE;35;1243;1243;1243;1243;1720;-0.00
38S;13;1765;1765;1765;1765;4691;0.00
38S;31;1765;1765;1765;1765;4691;-0.00
38U;13;1796;1796;1796;1796;7021;0.00
38U;31;1796;1796;1796;1796;7021;-0.00
38XS;14;1830;1830;1830;1830;312;0.00
38XS;32;1830;1830;1830;1830;312;-0.00
39TE;17;1204;1204;1204;1204;3372;0.00
39TE;35;1204;1204;1204;1204;3372;-0.00
3A2;07;1587;1587;1587;1587;1179;0.00
3A2;25;1587;1587;1587;1587;1179;-0.00
3A7;16;1121;1121;1121;1121;169;0.00
3A7;34;1121;1121;1121;1121;169;-0.00
3AU;18;1282;1282;1282;1282;1328;0.00
3AU;36;1282;1282;1282;1282;1328;-0.00
3AZ5;07;1450;1450;1450;1450;5316;0.00
3AZ5;25;1450;1450;1450;1450;5316;-0.00
3B1;14;1217;1217;1217;1217;1401;0.00
3B1;32;1217;1217;1217;1217;1401;-0.00
3BS;06;1156;1156;1156;1156;636;0.00
3BS;24;1156;1156;1156;1156;636;-0.00
3C8;05;1523;1523;1523;1523;75;0.00
3C8;14;2438;2438;2438;2438;75;0.00
3C8;23;1523;1523;1523;1523;75;-0.00
3C8;32;2438;2438;2438;2438;75;-0.00
3CK;08;1154;1154;1154;1154;888;2.34
3CK;26;1154;1154;1154;1154;888;-2.34
3CM;18;1159;1159;1159;1159;585;0.00
3CM;36;1159;1159;1159;1159;585;-0.00
3CU;17;1130;1130;1130;1130;1360;0.00
3CU;35;1130;1130;1130;1130;1360;-0.00
3DW;11;1226;1226;1226;1226;1374;0.00
3DW;29;1226;1226;1226;1226;1374;-0.00
3E0;02;1234;1234;1234;1234;2720;0.00
3E0;20;1234;1234;1234;1234;2720;-0.00
3F2;17;1130;1130;1130;1130;1610;0.00
3F2;35;1130;1130;1130;1130;1610;-0.00
3F3;18;1531;1531;1531;1531;324;1.04
3F3;18_N;1139;1139;1139;1139;324;1.04
3F3;36;1531;1531;1531;1531;324;-1.04
3F3;36_N;1368;1368;1368;1368;324;-1.04
3GM;09;1140;1140;1140;1140;604;0.00
3GM;27;1140;1140;1140;1140;604;-0.00
3GV;09;1374;1374;1374;1374;834;0.00
3GV;27;1374;1374;1374;1374;834;-0.00
3I2;07;1220;1220;1220;1220;643;0.00
3I2;25;1220;1220;1220;1220;643;-0.00
3J7;07;1676;1676;1676;1676;687;0.00
3J7;07_N;1622;1622;1622;1622;687;0.00
3J7;25;1676;1676;1676;1676;687;-0.00
3J7;25_N;1518;1518;1518;1518;687;-0.00
3K3;18;1402;1402;1402;1402;3326;0.00
3K3;36;1402;1402;1402;1402;3326;-0.00
3K7;17;1554;1554;1554;1554;3303;0.00
3K7;35;1554;1554;1554;1554;3303;-0.00
3K8;17;1374;1374;1374;1374;2083;0.00
3K8;35;1374;1374;1374;1374;2083;-0.00
3LA4;12;1225;1225;1225;1225;6;0.00
3LA4;30;1225;1225;1225;1225;6;-0.00
3LF;09;1185;1185;1185;1185;689;0.00
3LF;18;1221;1221;1221;1221;689;0.00
3LF;27;1185;1185;1185;1185;689;-0.00
3LF;36;1221;1221;1221;1221;689;-0.00
3M7;01;1589;1589;1589;1589;969;0.00
3M7;19;1589;1589;1589;1589;969;-0.00
3M8;01;1571;1571;1571;1571;236;0.00
3M8;19;1571;1571;1571;1571;236;-0.00
3M9;03;1168;1168;1168;1168;234;0.00
3M9;21;1168;1168;1168;1168;234;-0.00
3MI2;18;1675;1675;1675;1675;616;0.00
3MI2;36;1675;1675;1675;1675;616;-0.00
3MY;18;1220;1220;1220;1220;785;0.00
3MY;36;1220;1220;1220;1220;785;-0.00
3NJ6;02;1221;1221;1221;1221;64;0.00
3NJ6;20;1221;1221;1221;1221;64;-0.00
3O4;17;1532;1532;1532;1532;1937;0.00
3O4;35;1532;1532;1532;1532;1937;-0.00
3O9;17;1203;1203;1203;1203;791;0.00
3O9;35;1203;1203;1203;1203;791;-0.00
3OL8;03;1415;1415;1415;1415;805;0.00
3OL8;21;1415;1415;1415;1415;805;-0.00
3P3;10;1216;1216;1216;1216;2411;0.00
3P3;28;1216;1216;1216;1216;2411;-0.00
3R2;04;1312;1312;1312;1312;14;0.00
3R2;13;1220;1220;1220;1220;14;0.00
3R2;22;1312;1312;1312;1312;14;-0.00
3R2;31;1220;1220;1220;1220;14;-0.00
3R4;12;1340;1340;1340;1340;318;0.00
3R4;30;1340;1340;1340;1340;318;-0.00
3R7;08;1520;1520;1520;1520;22;0.00
3R7;26;1520;1520;1520;1520;22;-0.00
3R9;16;1201;1201;1201;1201;909;0.00
3R9;34;1201;1201;1201;1201;909;-0.00
3S4;18;1548;1548;1548;1548;1394;0.00
3S4;36;1548;1548;1548;1548;1394;-0.00
3S8;13;1219;1219;1219;1219;1125;0.00
3S8;31;1219;1219;1219;1219;1125;-0.00
3T5;16;1525;1525;1525;1525;324;0.00
3T5;34;1525;1525;1525;1525;324;-0.00
3TA0;18;1223;1223;1223;1223;2250;0.00
3TA0;36;1223;1223;1223;1223;2250;-0.00
3TA6;15;1317;1317;1317;1317;1440;0.00
3TA6;33;1317;1317;1317;1317;1440;-0.00
3TE3;08;1675;1675;1675;1675;4250;0.00
3TE3;26;1675;1675;1675;1675;4250;-0.00
3TR;15;1249;1249;1249;1249;750;0.00
3TR;33;1249;1249;1249;1249;750;-0.00
3U3;04;1238;1238;1238;1238;5028;0.00
3U3;17;1832;1832;1832;1832;5028;0.00
3U3;22;1238;1238;1238;1238;5028;-0.00
3U3;35;1832;1832;1832;1832;5028;-0.00
3U7;12;1828;1828;1828;1828;5434;0.00
3U7;30;1828;1828;1828;1828;5434;-0.00
3U8;06;1103;1103;1103;1103;2700;0.63
3U8;24;1103;1103;1103;1103;2700;-0.63
3V0;15;1219;1219;1219;1219;3980;0.00
3V0;33;1219;1219;1219;1219;3980;-0.00
3V5;11;1621;1621;1621;1621;4938;0.00
3V5;29;1621;1621;1621;1621;4938;-0.00
3V7;08;1122;1122;1122;1122;3678;0.00
3V7;26;1122;1122;1122;1122;3678;-0.00
3W7;04;1278;1278;1278;1278;1593;0.00
3W7;22;1278;1278;1278;1278;1593;-0.00
3XS8;13;1297;1297;1297;1297;250;0.00
3XS8;31;1297;1297;1297;1297;250;-0.00
3Y2;17;1268;1268;1268;1268;1231;0.00
3Y2;35;1268;1268;1268;1268;1231;-0.00
40G;01;1296;1296;1296;1296;5999;0.00
40G;19;1296;1296;1296;1296;5999;-0.00
40J;12;1447;1447;1447;1447;42;0.00
40J;18;1531;1531;1531;1531;42;-0.13
40J;30;1447;1447;1447;1447;42;-0.00
40J;30_N;1376;1376;1376;1376;42;-0.00
40J;36;1531;1531;1531;1531;42;0.13
40U;07;1607;1607;1607;1607;6174;0.00
40U;25;1607;1607;1607;1607;6174;-0.00
41F;17;1400;1400;1400;1400;3183;0.00
41F;35;1400;1400;1400;1400;3183;-0.00
41U;03;1528;1528;1528;1528;5515;0.00
41U;21;1528;1528;1528;1528;5515;-0.00
42A;03;1220;1220;1220;1220;729;-0.08
42A;21;1220;1220;1220;1220;729;0.08
42J;05;1538;1538;1538;1538;195;0.00
42J;11;1490;1490;1490;1490;195;0.00
42J;23;1538;1538;1538;1538;195;-0.00
42J;29;1490;1490;1490;1490;195;-0.00
42M;09;1280;1280;1280;1280;807;0.00
42M;27;1280;1280;1280;1280;807;-0.00
42S;09;1338;1338;1338;1338;2005;0.00
42S;27;1338;1338;1338;1338;2005;-0.00
42U;03;1188;1188;1188;1188;5020;0.00
42U;21;1188;1188;1188;1188;5020;-0.00
43A;03;1223;1223;1223;1223;632;0.00
43A;21;1223;1223;1223;1223;632;-0.00
43B;15;1370;1370;1370;1370;215;0.00
43B;33;1370;1370;1370;1370;215;-0.00
43NE;17;1158;1158;1158;1158;2205;0.00
43NE;35;1158;1158;1158;1158;2205;-0.00
43U;02;1232;1232;1232;1232;5829;0.00
43U;20;1232;1232;1232;1232;5829;-0.00
44N;17;1167;1167;1167;1167;696;0.00
44N;17_N;1060;1060;1060;1060;696;0.00
44N;35;1167;1167;1167;1167;696;-0.00
44U;02;1164;1164;1164;1164;5159;0.00
44U;20;1164;1164;1164;1164;5159;-0.00
45K;16;1206;1206;1206;1206;1245;0.00
45K;34;1206;1206;1206;1206;1245;-0.00
45R;13;1313;1313;1313;1313;70;0.00
45R;31;1313;1313;1313;1313;70;-0.00
45R;31_C;1151;1151;1151;1151;70;-0.00
46D;13;1277;1277;1277;1277;1604;0.00
46D;31;1277;1277;1277;1277;1604;-0.00
46U;13;1772;1772;1772;1772;5630;0.00
46U;31;1772;1772;1772;1772;5630;-0.00
47A;05;1525;1525;1525;1525;1219;0.00
47A;23;1525;1525;1525;1525;1219;-0.00
47TX;11;1197;1197;1197;1197;25;0.00
47TX;29;1197;1197;1197;1197;25;-0.00
48A;11;1342;1342;1342;1342;334;-0.30
48A;29;1342;1342;1342;1342;334;0.30
48I;02;1221;1221;1221;1221;1275;0.00
48I;20;1221;1221;1221;1221;1275;-0.00
48K;17;1221;1221;1221;1221;2308;0.00
48K;35;1221;1221;1221;1221;2308;-0.00
48S;11;1251;1251;1251;1251;2643;0.00
48S;29;1251;1251;1251;1251;2643;-0.00
48XS;13;1525;1525;1525;1525;3325;0.00
48XS;31;1525;1525;1525;1525;3325;-0.00
49B;11;1553;1553;1553;1553;3243;0.00
49B;29;1553;1553;1553;1553;3243;-0.00
49R;15;1208;1208;1208;1208;1640;0.00
49R;33;1208;1208;1208;1208;1640;-0.00
49X;16;1528;1528;1528;1528;629;0.00
49X;34;1528;1528;1528;1528;629;-0.00
4A4;10;1221;1221;1221;1221;974;0.00
4A4;28;1221;1221;1221;1221;974;-0.00
4A5;05;1219;1219;1219;1219;963;0.00
4A5;23;1219;1219;1219;1219;963;-0.00
4A6;04;1599;1599;1599;1599;648;0.00
4A6;22;1599;1599;1599;1599;648;-0.00
4A9;04;1524;1524;1524;1524;876;0.00
4A9;22;1524;1524;1524;1524;876;-0.00
4AC;17;1223;1223;1223;1223;5278;0.00
4AC;35;1223;1223;1223;1223;5278;-0.00
4AK6;08;1148;1148;1148;1148;541;0.00
4AK6;26;1148;1148;1148;1148;541;-0.00
4AZ7;14;2212;2212;2212;2212;2896;0.00
4AZ7;32;2212;2212;2212;2212;2896;-0.00
4B6;02;1232;1232;1232;1232;272;0.00
4B6;20;1232;1232;1232;1232;272;-0.00
4B6;20_N;1024;1024;1024;1024;272;-0.00
4B8;02;1120;1120;1120;1120;200;0.00
4B8;20;1120;1120;1120;1120;200;-0.00
4B8;20_N;1061;1061;1061;1061;200;-0.00
4F2;17;1222;1222;1222;1222;248;0.00
4F2;35;1222;1222;1222;1222;248;-0.00
4F9;16;1143;1143;1143;1143;1310;0.00
4F9;34;1143;1143;1143;1143;1310;-0.00
4G4;10;1220;1220;1220;1220;1069;0.00
4G4;28;1220;1220;1220;1220;1069;-0.00
4G5;07;1157;1157;1157;1157;1195;0.00
4G5;25;1157;1157;1157;1157;1195;-0.00
4G6;18;1525;1525;1525;1525;1220;0.00
4G6;36;1525;1525;1525;1525;1220;-0.00
4I3;10;1674;1674;1674;1674;1190;0.00
4I3;10_N;1066;1066;1066;1066;1190;0.00
4I3;28;1674;1674;1674;1674;1190;-0.00
4I3;28_N;1486;1486;1486;1486;1190;-0.00
4I7;18;1526;1526;1526;1526;841;0.00
4I7;36;1526;1526;1526;1526;841;-0.00
4J1;01;1223;1223;1223;1223;83;0.00
4J1;19;1223;1223;1223;1223;83;-0.00
4J2;10;1523;1523;1523;1523;240;0.00
4J2;28;1523;1523;1523;1523;240;-0.00
4J5;10;1521;1521;1521;1521;185;1.05
4J5;10_B;1040;1040;1040;1040;185;1.05
4J5;28;1521;1521;1521;1521;185;-1.05
4J5;28_C;1050;1050;1050;1050;185;-1.05
4J6;04;1534;1534;1534;1534;23;0.00
4J6;13;1218;1218;1218;1218;23;0.00
4J6;22;1534;1534;1534;1534;23;-0.00
4J6;31;1218;1218;1218;1218;23;-0.00
4M3;09;1371;1371;1371;1371;240;0.00
4M3;18;1376;1376;1376;1376;240;0.00
4M3;27;1371;1371;1371;1371;240;-0.00
4M3;36;1376;1376;1376;1376;240;-0.00
4M4;13;1223;1223;1223;1223;514;0.00
4M4;31;1223;1223;1223;1223;514;-0.00
4M7;07;1370;1370;1370;1370;691;0.00
4M7;25;1370;1370;1370;1370;691;-0.00
4M9;18;1313;1313;1313;1313;292;0.00
4M9;36;1313;1313;1313;1313;292;-0.00
4M9;36_N;1088;1088;1088;1088;292;-0.00
4O4;02;1527;1527;1527;1527;472;0.00
4O4;20;1527;1527;1527;1527;472;-0.00
4O5;17;1149;1149;1149;1149;1179;0.00
4O5;35;1149;1149;1149;1149;1179;-0.00
4R3;01;1529;1529;1529;1529;39;0.00
4R3;19;1529;1529;1529;1529;39;-0.00
4R7;16;1529;1529;1529;1529;41;0.00
4R7;34;1529;1529;1529;1529;41;-0.00
4T2;17;1833;1833;1833;1833;688;0.00
4T2;35;1833;1833;1833;1833;688;-0.00
4TE0;13;1402;1402;1402;1402;285;0.00
4TE0;31;1402;1402;1402;1402;285;-0.00
4TE8;15;1830;1830;1830;1830;42;0.00
4TE8;33;1830;1830;1830;1830;42;-0.00
4TE9;08;1363;1363;1363;1363;970;0.00
4TE9;26;1363;1363;1363;1363;970;-0.00
4U6;12;1248;1248;1248;1248;2424;0.00
4U6;30;1248;1248;1248;1248;2424;-0.00
4U9;14;2137;2137;2137;2137;6005;0.00
4U9;32;2137;2137;2137;2137;6005;-0.00
4V0;06;1945;1945;1945;1945;5274;0.00
4V0;24;1945;1945;1945;1945;5274;-0.00
4V1;09;1434;1434;1434;1434;6048;0.00
4V1;27;1434;1434;1434;1434;6048;-0.00
4V9;01;1128;1128;1128;1128;1736;0.00
4V9;19;1128;1128;1128;1128;1736;-0.00
4WA0;07;1125;1125;1125;1125;1120;0.00
4WA0;25;1125;1125;1125;1125;1120;-0.00
4XS5;01;1201;1201;1201;1201;350;0.00
4XS5;19;1201;1201;1201;1201;350;-0.00
4Y4;06;1282;1282;1282;1282;1287;0.00
4Y4;24;1282;1282;1282;1282;1287;-0.00
50D;12;1124;1124;1124;1124;1339;0.00
50D;30;1124;1124;1124;1124;1339;-0.00
50E;14;1586;1586;1586;1586;6440;0.00
50E;32;1586;1586;1586;1586;6440;-0.00
50F;17;1234;1234;1234;1234;873;0.24
50F;35;1234;1234;1234;1234;873;-0.24
50I;09;1221;1221;1221;1221;699;0.00
50I;27;1221;1221;1221;1221;699;-0.00
50OR;17;1508;1508;1508;1508;3450;0.00
50OR;35;1508;1508;1508;1508;3450;-0.00
50R;18;1223;1223;1223;1223;532;0.00
50R;36;1223;1223;1223;1223;532;-0.00
50XS;13;1405;1405;1405;1405;905;0.00
50XS;31;1405;1405;1405;1405;905;-0.00
51J;01;1131;1131;1131;1131;80;0.00
51J;19;1131;1131;1131;1131;80;-0.00
52A;14;1162;1162;1162;1162;694;0.00
52A;32;1162;1162;1162;1162;694;-0.00
52E;13;1482;1482;1482;1482;6939;0.00
52E;31;1482;1482;1482;1482;6939;-0.00
53A;18;1524;1524;1524;1524;345;-1.90
53A;36;1524;1524;1524;1524;345;1.90
54F;17;1361;1361;1361;1361;1922;0.00
54F;35;1361;1361;1361;1361;1922;-0.00
54J;09;1261;1261;1261;1261;289;0.00
54J;27;1261;1261;1261;1261;289;-0.00
54T;08;1531;1531;1531;1531;33;0.00
54T;26;1531;1531;1531;1531;33;-0.00
55XS;01;1239;1239;1239;1239;1000;0.00
55XS;19;1239;1239;1239;1239;1000;-0.00
56D;18;1219;1219;1219;1219;830;0.00
56D;36;1219;1219;1219;1219;830;-0.00
56FD;18;1344;1344;1344;1344;130;0.00
56FD;36;1344;1344;1344;1344;130;-0.00
57AZ;01;1427;1427;1427;1427;2953;0.00
57AZ;19;1427;1427;1427;1427;2953;-0.00
57C;08;1185;1185;1185;1185;859;0.00
57C;26;1185;1185;1185;1185;859;-0.00
57FA;17;1573;1573;1573;1573;72;0.00
57FA;35;1573;1573;1573;1573;72;-0.00
57S;14;1104;1104;1104;1104;2017;0.00
57S;32;1104;1104;1104;1104;2017;-0.00
59FD;10;1700;1700;1700;1700;20;0.00
59FD;28;1700;1700;1700;1700;20;-0.00
5A1;10;1279;1279;1279;1279;852;0.00
5A1;28;1279;1279;1279;1279;852;-0.00
5A6;03;1223;1223;1223;1223;364;0.00
5A6;21;1223;1223;1223;1223;364;-0.00
5A9;18;1529;1529;1529;1529;881;0.00
5A9;36;1529;1529;1529;1529;881;-0.00
5AZ3;08;1501;1501;1501;1501;0;0.00
5AZ3;26;1501;1501;1501;1501;0;-0.00
5B2;05;1431;1431;1431;1431;433;0.00
5B2;14;1217;1217;1217;1217;433;0.00
5B2;23;1431;1431;1431;1431;433;-0.00
5B2;32;1217;1217;1217;1217;433;-0.00
5C1;17;1533;1533;1533;1533;1383;0.00
5C1;35;1533;1533;1533;1533;1383;-0.00
5C3;17;1174;1174;1174;1174;1389;0.00
5C3;35;1174;1174;1174;1174;1389;-0.00
5C8;08;1124;1124;1124;1124;1908;0.00
5C8;26;1124;1124;1124;1124;1908;-0.00
5CL7;11;1434;1434;1434;1434;860;0.00
5CL7;29;1434;1434;1434;1434;860;-0.00
5F1;17;1286;1286;1286;1286;2520;0.00
5F1;35;1286;1286;1286;1286;2520;-0.00
5G0;10;1175;1175;1175;1175;785;0.00
5G0;28;1175;1175;1175;1175;785;-0.00
5G2;14;1353;1353;1353;1353;2441;0.00
5G2;32;1353;1353;1353;1353;2441;-0.00
5G7;05;1258;1258;1258;1258;851;0.00
5G7;23;1258;1258;1258;1258;851;-0.00
5I4;05;1147;1147;1147;1147;936;0.00
5I4;23;1147;1147;1147;1147;936;-0.00
5J9;08;1125;1125;1125;1125;99;0.00
5J9;08_N;1075;1075;1075;1075;99;0.00
5J9;26;1125;1125;1125;1125;99;-0.00
5K2;17;1527;1527;1527;1527;3620;0.00
5K2;35;1527;1527;1527;1527;3620;-0.00
5M5;13;1178;1178;1178;1178;1178;0.00
5M5;31;1178;1178;1178;1178;1178;-0.00
5M8;08;1361;1361;1361;1361;229;0.00
5M8;26;1361;1361;1361;1361;229;-0.00
5M9;07;1340;1340;1340;1340;649;0.00
5M9;07_N;1166;1166;1166;1166;649;0.00
5M9;25;1340;1340;1340;1340;649;-0.00
5M9;25_N;1164;1164;1164;1164;649;-0.00
5N8;13;1187;1187;1187;1187;933;0.00
5N8;31;1187;1187;1187;1187;933;-0.00
5P2;13;1159;1159;1159;1159;2004;0.00
5P2;31;1159;1159;1159;1159;2004;-0.00
5R1;12;1221;1221;1221;1221;165;0.00
5R1;30;1221;1221;1221;1221;165;-0.00
5R4;18;1128;1128;1128;1128;74;0.00
5R4;36;1128;1128;1128;1128;74;-0.00
5R8;16;1524;1524;1524;1524;81;0.00
5R8;34;1524;1524;1524;1524;81;-0.00
5R8;34_C;1125;1125;1125;1125;81;-0.00
5S0;09;1101;1101;1101;1101;1393;0.00
5S0;27;1101;1101;1101;1101;1393;-0.00
5S2;13;1102;1102;1102;1102;4810;0.00
5S2;31;1102;1102;1102;1102;4810;-0.00
5S6;14;1558;1558;1558;1558;212;0.00
5S6;32;1558;1558;1558;1558;212;-0.00
5S9;16;1143;1143;1143;1143;733;0.00
5S9;34;1143;1143;1143;1143;733;-0.00
5T9;13;1678;1678;1678;1678;887;0.00
5T9;13_I;1272;1272;1272;1272;887;0.00
5T9;31;1678;1678;1678;1678;887;-0.00
5TE0;15;1680;1680;1680;1680;729;0.00
5TE0;33;1680;1680;1680;1680;729;-0.00
5TE4;01;1321;1321;1321;1321;3995;0.00
5TE4;19;1321;1321;1321;1321;3995;-0.00
5TE5;16;1266;1266;1266;1266;4313;0.00
5TE5;34;1266;1266;1266;1266;4313;-0.00
5TS1;12;1370;1370;1370;1370;379;0.00
5TS1;30;1370;1370;1370;1370;379;-0.00
5U5;18;1181;1181;1181;1181;3988;0.00
5U5;36;1181;1181;1181;1181;3988;-0.00
5U7;07;1157;1157;1157;1157;3242;0.00
5U7;25;1157;1157;1157;1157;3242;-0.00
5V5;02;1587;1587;1587;1587;5270;0.00
5V5;20;1587;1587;1587;1587;5270;-0.00
5Y1;09;1128;1128;1128;1128;759;0.00
5Y1;27;1128;1128;1128;1128;759;-0.00
60F;17;1315;1315;1315;1315;1344;0.00
60F;35;1315;1315;1315;1315;1344;-0.00
60J;06;1279;1279;1279;1279;32;0.00
60J;24;1279;1279;1279;1279;32;-0.00
60R;17;1530;1530;1530;1530;228;0.00
60R;35;1530;1530;1530;1530;228;-0.00
61A;18;1315;1315;1315;1315;143;0.00
61A;36;1315;1315;1315;1315;143;-0.00
61C;03;1158;1158;1158;1158;800;0.00
61C;21;1158;1158;1158;1158;800;-0.00
61R;14;1220;1220;1220;1220;319;0.00
61R;32;1220;1220;1220;1220;319;-0.00
62E;09;1448;1448;1448;1448;5799;0.00
62E;27;1448;1448;1448;1448;5799;-0.00
62S;07;1580;1580;1580;1580;4314;0.00
62S;25;1580;1580;1580;1580;4314;-0.00
63F;16;1295;1295;1295;1295;2731;0.00
63F;34;1295;1295;1295;1295;2731;-0.00
64S;02;1220;1220;1220;1220;2578;0.00
64S;20;1220;1220;1220;1220;2578;-0.00
64X;18;1224;1224;1224;1224;20;0.00
64X;36;1224;1224;1224;1224;20;-0.00
65S;02;1219;1219;1219;1219;2335;0.00
65S;20;1219;1219;1219;1219;2335;-0.00
66R;15;1158;1158;1158;1158;242;0.00
66R;33;1158;1158;1158;1158;242;-0.00
66Y;18;1158;1158;1158;1158;14;0.00
66Y;36;1158;1158;1158;1158;14;-0.00
67L;02;1564;1564;1564;1564;1975;0.96
67L;20;1564;1564;1564;1564;1975;-0.96
67R;16;1223;1223;1223;1223;290;0.00
67R;34;1223;1223;1223;1223;290;-0.00
68CL;16;1304;1304;1304;1304;181;0.00
68CL;34;1304;1304;1304;1304;181;-0.00
68TS;02;1367;1367;1367;1367;548;0.00
68TS;20;1367;1367;1367;1367;548;-0.00
68TS;20_B;1209;1209;1209;1209;548;-0.00
69TX;14;1219;1219;1219;1219;50;0.00
69TX;32;1219;1219;1219;1219;50;-0.00
69V;08;1231;1231;1231;1231;5915;0.00
69V;26;1231;1231;1231;1231;5915;-0.00
6A1;01;1528;1528;1528;1528;666;0.00
6A1;19;1528;1528;1528;1528;666;-0.00
6A2;14;1128;1128;1128;1128;958;0.00
6A2;32;1128;1128;1128;1128;958;-0.00
6A2;32_I;1060;1060;1060;1060;958;-0.00
6A4;06;1369;1369;1369;1369;2240;0.00
6A4;24;1369;1369;1369;1369;2240;-0.00
6CA6;08;1215;1215;1215;1215;2870;0.00
6CA6;26;1215;1215;1215;1215;2870;-0.00
6D6;10;1277;1277;1277;1277;854;0.00
6D6;28;1277;1277;1277;1277;854;-0.00
6D8;13;1280;1280;1280;1280;1399;0.00
6D8;31;1280;1280;1280;1280;1399;-0.00
6D9;08;1464;1464;1464;1464;604;0.00
6D9;26;1464;1464;1464;1464;604;-0.00
6E5;15;1128;1128;1128;1128;1729;0.00
6E5;33;1128;1128;1128;1128;1729;-0.00
6FL3;01;1218;1218;1218;1218;62;0.00
6FL3;19;1218;1218;1218;1218;62;-0.00
6G1;01;1495;1495;1495;1495;1599;0.00
6G1;19;1495;1495;1495;1495;1599;-0.00
6G5;09;1219;1219;1219;1219;1312;0.00
6G5;27;1219;1219;1219;1219;1312;-0.00
6I2;11;1522;1522;1522;1522;866;0.00
6I2;29;1522;1522;1522;1522;866;-0.00
6I6;09;1855;1855;1855;1855;928;0.00
6I6;27;1855;1855;1855;1855;928;-0.00
6J0;18;1326;1326;1326;1326;451;0.00
6J0;36;1326;1326;1326;1326;451;-0.00
6J0;36_B;1047;1047;1047;1047;451;-0.00
6J8;09;1382;1382;1382;1382;88;0.00
6J8;27;1382;1382;1382;1382;88;-0.00
6K3;13;1127;1127;1127;1127;1653;0.00
6K3;31;1127;1127;1127;1127;1653;-0.00
6K4;17;1344;1344;1344;1344;1270;0.00
6K4;35;1344;1344;1344;1344;1270;-0.00
6K4;35_C;1033;1033;1033;1033;1270;-0.00
6M0;18;1233;1233;1233;1233;230;0.00
6M0;36;1233;1233;1233;1233;230;-0.00
6M2;13;1372;1372;1372;1372;782;0.00
6M2;31;1372;1372;1372;1372;782;-0.00
6M7;18;1229;1229;1229;1229;214;0.00
6M7;36;1229;1229;1229;1229;214;-0.00
6R3;16;1529;1529;1529;1529;149;0.00
6R3;16_B;1098;1098;1098;1098;149;0.00
6R3;34;1529;1529;1529;1529;149;-0.00
6R6;04;1379;1379;1379;1379;2321;0.00
6R6;13;1379;1379;1379;1379;2321;0.00
6R6;22;1379;1379;1379;1379;2321;-0.00
6R6;31;1379;1379;1379;1379;2321;-0.00
6S0;06;1606;1606;1606;1606;4492;0.00
6S0;24;1606;1606;1606;1606;4492;-0.00
6S3;10;1156;1156;1156;1156;3575;0.00
6S3;28;1156;1156;1156;1156;3575;-0.00
6S5;16;1284;1284;1284;1284;3642;0.00
6S5;34;1284;1284;1284;1284;3642;-0.00
6S8;04;1582;1582;1582;1582;3517;0.00
6S8;22;1582;1582;1582;1582;3517;-0.00
6TA4;14;1921;1921;1921;1921;880;0.00
6TA4;32;1921;1921;1921;1921;880;-0.00
6TE6;01;1834;1834;1834;1834;1774;0.00
6TE6;19;1834;1834;1834;1834;1774;-0.00
6V0;12;1189;1189;1189;1189;3604;0.00
6V0;30;1189;1189;1189;1189;3604;-0.00
6WA4;01;1395;1395;1395;1395;1147;0.00
6WA4;19;1395;1395;1395;1395;1147;-0.00
70J;13;1218;1218;1218;1218;265;0.00
70J;31;1218;1218;1218;1218;265;-0.00
71A;09;1362;1362;1362;1362;123;0.51
71A;27;1362;1362;1362;1362;123;-0.51
71J;13;1569;1569;1569;1569;354;0.00
71J;31;1569;1569;1569;1569;354;-0.00
72F;17;1134;1134;1134;1134;1273;0.00
72F;35;1134;1134;1134;1134;1273;-0.00
72MI;09;1519;1519;1519;1519;1642;0.00
72MI;27;1519;1519;1519;1519;1642;-0.00
72TA;06;1830;1830;1830;1830;5;0.00
72TA;18;1525;1525;1525;1525;5;0.00
72TA;24;1830;1830;1830;1830;5;-0.00
72TA;36;1525;1525;1525;1525;5;-0.00
72TE;15;1557;1557;1557;1557;680;0.00
